Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,Age_Group,Income_Tier,Churn_Risk,Customer_Value_Segment,Family_Status,Marital_Status_Label,Education_Level_Label,Tenure_Segment,Main_Product_Category,MntTotal_Calculated,Total_Campaigns_Accepted,Campaign_Engagement,First_Accepted_Campaign
70647.0,0,1,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,3,11,0,53,2805,1,0,0,0,0,0,0,1,0,0,965,851,0,Senior (46-60),High Income,Inactive (>60d),Gold Spender,Small Family (1 Kid),Divorced,Graduation,Long-term Member,Wines,1079,0,Never Accepted,No Acceptance
52597.0,0,1,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,3,11,0,58,2212,0,0,1,0,0,0,0,0,0,1,536,494,0,Senior (46-60),Medium Income,Inactive (>60d),Silver Spender,Small Family (1 Kid),Single,PhD,New Member,Wines,578,0,Never Accepted,No Acceptance
41021.0,1,0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,3,11,1,51,2705,0,0,0,1,0,0,0,0,1,0,52,40,0,Senior (46-60),Medium Income,Active (0-30d),Bronze Spender,Small Family (1 Kid),Together,Master,Long-term Member,SweetProducts,64,0,Never Accepted,No Acceptance
40233.0,0,1,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,3,11,0,45,2417,0,1,0,0,0,0,0,0,0,1,147,145,0,Middle-Aged (31-45),Medium Income,Inactive (>60d),Silver Spender,Small Family (1 Kid),Married,PhD,Established,Wines,149,0,Never Accepted,No Acceptance
50183.0,1,1,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,3,11,0,40,2163,0,1,0,0,0,0,0,1,0,0,216,201,0,Middle-Aged (31-45),Medium Income,At-Risk (31-60d),Silver Spender,Large Family (>1 Kid),Married,Graduation,New Member,Wines,231,0,Never Accepted,No Acceptance
54753.0,0,1,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,3,11,0,61,2449,0,0,0,1,0,0,0,1,0,0,597,466,0,Elderly (>60),Medium Income,Inactive (>60d),Silver Spender,Small Family (1 Kid),Together,Graduation,Established,MeatProducts,728,0,Never Accepted,No Acceptance
33471.0,1,0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,3,11,0,47,2784,0,1,0,0,0,0,0,1,0,0,81,69,0,Senior (46-60),Low Income,At-Risk (31-60d),Bronze Spender,Small Family (1 Kid),Married,Graduation,Long-term Member,Wines,93,0,Never Accepted,No Acceptance
34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,1,46,2601,0,1,0,0,0,0,0,0,0,1,16,9,0,Senior (46-60),Low Income,At-Risk (31-60d),Bronze Spender,Small Family (1 Kid),Married,PhD,Established,Wines,23,0,Never Accepted,No Acceptance
44010.0,1,0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,3,11,0,40,2783,0,0,0,1,0,0,0,1,0,0,614,566,0,Middle-Aged (31-45),Medium Income,At-Risk (31-60d),Silver Spender,Small Family (1 Kid),Together,Graduation,Long-term Member,MeatProducts,662,0,Never Accepted,No Acceptance
84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,3,11,0,32,2306,0,1,0,0,0,0,0,1,0,0,1153,1108,0,Middle-Aged (31-45),High Income,Active (0-30d),Gold Spender,No Children,Married,Graduation,New Member,Wines,1198,0,Never Accepted,No Acceptance
40706.0,2,1,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,3,11,0,52,2687,0,0,0,1,0,0,0,0,0,1,76,71,0,Senior (46-60),Medium Income,At-Risk (31-60d),Bronze Spender,Large Family (>1 Kid),Together,PhD,Long-term Member,Wines,81,0,Never Accepted,No Acceptance
15716.0,1,0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,3,11,0,32,2753,0,1,0,0,0,1,0,0,0,0,66,40,0,Middle-Aged (31-45),Low Income,Active (0-30d),Bronze Spender,Small Family (1 Kid),Married,2n Cycle,Long-term Member,MeatProducts,92,0,Never Accepted,No Acceptance
59052.0,0,1,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,3,11,0,61,2383,1,0,0,0,0,1,0,0,0,0,460,429,0,Elderly (>60),Medium Income,Active (0-30d),Silver Spender,Small Family (1 Kid),Divorced,2n Cycle,New Member,Wines,491,0,Never Accepted,No Acceptance
80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,3,11,0,49,2782,0,0,0,1,0,0,0,0,1,0,1549,1534,0,Senior (46-60),High Income,Inactive (>60d),Gold Spender,No Children,Together,Master,Long-term Member,Wines,1564,0,Never Accepted,No Acceptance
83715.0,0,0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,3,11,0,58,2305,0,1,0,0,0,0,0,1,0,0,918,910,0,Senior (46-60),High Income,Active (0-30d),Gold Spender,No Children,Married,Graduation,New Member,MeatProducts,926,0,Never Accepted,No Acceptance
82576.0,0,0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,3,11,0,61,2856,0,0,0,1,0,0,0,0,1,0,1892,1874,1,Elderly (>60),High Income,Inactive (>60d),Gold Spender,No Children,Together,Master,Long-term Member,Wines,1910,1,Occasional Responder,Campaign 5
56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,55,2420,0,1,0,0,0,0,0,0,1,0,385,359,0,Senior (46-60),Medium Income,At-Risk (31-60d),Silver Spender,Large Family (>1 Kid),Married,Master,Established,Wines,411,0,Never Accepted,No Acceptance
35704.0,1,1,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,3,11,0,68,2336,0,1,0,0,0,0,0,1,0,0,64,34,0,Elderly (>60),Low Income,At-Risk (31-60d),Bronze Spender,Large Family (>1 Kid),Married,Graduation,New Member,Wines,94,0,Never Accepted,No Acceptance
53103.0,0,1,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,3,11,0,66,2449,0,0,0,1,0,0,0,1,0,0,890,695,1,Elderly (>60),Medium Income,Inactive (>60d),Gold Spender,Small Family (1 Kid),Together,Graduation,Established,Wines,1085,1,Occasional Responder,Campaign 3
46779.0,1,1,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,3,11,0,60,2511,0,0,0,0,1,1,0,0,0,0,16,9,0,Senior (46-60),Medium Income,At-Risk (31-60d),Bronze Spender,Large Family (>1 Kid),Widow,2n Cycle,Established,Wines,23,0,Never Accepted,No Acceptance
4861.0,0,0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,3,11,0,55,2166,1,0,0,0,0,0,0,1,0,0,5,4,0,Senior (46-60),Low Income,Active (0-30d),Bronze Spender,No Children,Divorced,Graduation,New Member,Wines,6,0,Never Accepted,No Acceptance
33462.0,1,0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,3,11,0,41,2485,1,0,0,0,0,0,0,0,1,0,43,32,0,Middle-Aged (31-45),Low Income,Inactive (>60d),Bronze Spender,Small Family (1 Kid),Divorced,Master,Established,Wines,54,0,Never Accepted,No Acceptance
63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,42,2417,1,0,0,0,0,0,0,1,0,0,1096,1042,0,Middle-Aged (31-45),High Income,Inactive (>60d),Gold Spender,Small Family (1 Kid),Divorced,Graduation,Established,Wines,1150,0,Never Accepted,No Acceptance
80763.0,0,0,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,3,11,1,70,2477,0,1,0,0,0,0,0,1,0,0,1184,953,2,Elderly (>60),High Income,Active (0-30d),Gold Spender,No Children,Married,Graduation,Established,Wines,1415,2,Occasional Responder,Campaign 1
65352.0,0,1,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,3,11,0,46,2471,0,1,0,0,0,0,0,0,0,1,382,359,0,Senior (46-60),High Income,At-Risk (31-60d),Silver Spender,Small Family (1 Kid),Married,PhD,Established,Wines,405,0,Never Accepted,No Acceptance
82170.0,0,0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,3,11,0,42,2375,0,1,0,0,0,0,0,0,0,1,1871,1834,0,Middle-Aged (31-45),High Income,Active (0-30d),Gold Spender,No Children,Married,PhD,New Member,Wines,1908,0,Never Accepted,No Acceptance
75759.0,0,0,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,3,11,1,51,2406,0,1,0,0,0,0,0,1,0,0,2304,2122,3,Senior (46-60),High Income,At-Risk (31-60d),Gold Spender,No Children,Married,Graduation,Established,Wines,2486,3,Campaign Enthusiast,Campaign 1
79689.0,0,0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,3,11,0,44,2572,0,0,1,0,0,1,0,0,0,0,1194,1073,0,Middle-Aged (31-45),High Income,Inactive (>60d),Gold Spender,No Children,Single,2n Cycle,Established,MeatProducts,1315,0,Never Accepted,No Acceptance
35340.0,1,1,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,3,11,0,64,2159,0,0,0,0,1,0,0,0,0,1,40,35,0,Elderly (>60),Low Income,Active (0-30d),Bronze Spender,Large Family (>1 Kid),Widow,PhD,New Member,Wines,45,0,Never Accepted,No Acceptance
85683.0,0,0,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,3,11,1,66,2259,1,0,0,0,0,0,0,1,0,0,1738,1687,4,Elderly (>60),High Income,Active (0-30d),Gold Spender,No Children,Divorced,Graduation,New Member,Wines,1789,4,Campaign Enthusiast,Campaign 1
24884.0,1,0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,3,11,0,48,2736,0,1,0,0,0,1,0,0,0,0,16,13,0,Senior (46-60),Low Income,At-Risk (31-60d),Bronze Spender,Small Family (1 Kid),Married,2n Cycle,Long-term Member,MeatProducts,19,0,Never Accepted,No Acceptance
42021.0,1,0,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,3,11,0,39,2826,0,0,0,1,0,0,0,0,1,0,546,519,1,Middle-Aged (31-45),Medium Income,At-Risk (31-60d),Silver Spender,Small Family (1 Kid),Together,Master,Long-term Member,Wines,573,1,Occasional Responder,Campaign 3
64449.0,1,0,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,3,11,0,31,2290,0,0,1,0,0,0,0,1,0,0,735,665,0,Middle-Aged (31-45),High Income,Inactive (>60d),Silver Spender,Small Family (1 Kid),Single,Graduation,New Member,MeatProducts,805,0,Never Accepted,No Acceptance
64587.0,1,1,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,3,11,0,66,2166,1,0,0,0,0,0,0,1,0,0,88,68,0,Elderly (>60),High Income,At-Risk (31-60d),Bronze Spender,Large Family (>1 Kid),Divorced,Graduation,New Member,Wines,108,0,Never Accepted,No Acceptance
34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,25,2254,0,0,1,0,0,0,0,1,0,0,19,15,0,Young Adult (<30),Low Income,Inactive (>60d),Bronze Spender,No Children,Single,Graduation,New Member,MeatProducts,23,0,Never Accepted,No Acceptance
75437.0,0,0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,3,11,0,42,2391,0,0,0,1,0,0,0,1,0,0,1493,1493,1,Middle-Aged (31-45),High Income,Active (0-30d),Gold Spender,No Children,Together,Graduation,New Member,Wines,1493,1,Occasional Responder,Campaign 1
26091.0,1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,3,11,0,63,2283,0,0,0,1,0,0,0,1,0,0,69,49,0,Elderly (>60),Low Income,Inactive (>60d),Bronze Spender,Large Family (>1 Kid),Together,Graduation,New Member,GoldProds,89,0,Never Accepted,No Acceptance
52845.0,1,0,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,3,11,0,47,2479,0,1,0,0,0,0,0,1,0,0,872,808,1,Senior (46-60),Medium Income,Active (0-30d),Gold Spender,Small Family (1 Kid),Married,Graduation,Established,Wines,936,1,Occasional Responder,Campaign 3
46086.0,0,1,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,3,11,0,64,2397,1,0,0,0,0,0,0,1,0,0,293,243,0,Elderly (>60),Medium Income,At-Risk (31-60d),Silver Spender,Small Family (1 Kid),Divorced,Graduation,New Member,Wines,343,0,Never Accepted,No Acceptance
78028.0,0,1,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,3,11,1,64,2816,0,0,0,0,1,0,0,0,0,1,490,452,2,Elderly (>60),High Income,At-Risk (31-60d),Silver Spender,Small Family (1 Kid),Widow,PhD,Long-term Member,MeatProducts,528,2,Occasional Responder,Campaign 4
56337.0,1,1,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,3,11,1,39,2618,0,1,0,0,0,1,0,0,0,0,542,360,2,Middle-Aged (31-45),Medium Income,Active (0-30d),Silver Spender,Large Family (>1 Kid),Married,2n Cycle,Established,Wines,724,2,Occasional Responder,Campaign 1
22434.0,1,0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,3,11,0,33,2660,0,0,0,1,0,0,0,1,0,0,43,28,0,Middle-Aged (31-45),Low Income,Active (0-30d),Bronze Spender,Small Family (1 Kid),Together,Graduation,Long-term Member,GoldProds,58,0,Never Accepted,No Acceptance
36930.0,0,1,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,3,11,0,66,2567,0,1,0,0,0,0,0,0,0,1,258,219,0,Elderly (>60),Low Income,At-Risk (31-60d),Silver Spender,Small Family (1 Kid),Married,PhD,Established,Wines,297,0,Never Accepted,No Acceptance
36130.0,0,1,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,3,11,1,66,2671,0,0,1,0,0,0,0,1,0,0,451,414,1,Elderly (>60),Low Income,At-Risk (31-60d),Silver Spender,Small Family (1 Kid),Single,Graduation,Long-term Member,Wines,488,1,Occasional Responder,Campaign 3
65569.0,0,1,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,3,11,0,67,2760,0,1,0,0,0,0,0,0,1,0,789,719,0,Elderly (>60),High Income,Inactive (>60d),Gold Spender,Small Family (1 Kid),Married,Master,Long-term Member,Wines,859,0,Never Accepted,No Acceptance
83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,68,2572,0,0,0,1,0,0,0,1,0,0,1383,1192,1,Elderly (>60),High Income,At-Risk (31-60d),Gold Spender,No Children,Together,Graduation,Established,Wines,1574,1,Occasional Responder,Campaign 5
19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,0,52,2313,0,1,0,0,0,0,0,1,0,0,41,13,1,Senior (46-60),Low Income,At-Risk (31-60d),Bronze Spender,Large Family (>1 Kid),Married,Graduation,New Member,GoldProds,69,1,Occasional Responder,Campaign 3
36736.0,1,1,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,57,2574,0,0,1,0,0,0,0,0,0,1,13,9,0,Senior (46-60),Low Income,At-Risk (31-60d),Bronze Spender,Large Family (>1 Kid),Single,PhD,Established,Wines,17,0,Never Accepted,No Acceptance
77568.0,0,1,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,3,11,0,41,2832,0,0,0,1,0,0,0,1,0,0,2036,1878,3,Middle-Aged (31-45),High Income,Active (0-30d),Gold Spender,Small Family (1 Kid),Together,Graduation,Long-term Member,Wines,2194,3,Campaign Enthusiast,Campaign 1
49187.0,0,1,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,3,11,0,44,2328,0,0,0,1,0,0,0,0,0,1,116,116,0,Middle-Aged (31-45),Medium Income,Inactive (>60d),Silver Spender,Small Family (1 Kid),Together,PhD,New Member,Wines,116,0,Never Accepted,No Acceptance
30168.0,1,0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,3,11,0,42,2638,0,0,1,0,0,0,0,1,0,0,252,225,0,Middle-Aged (31-45),Low Income,At-Risk (31-60d),Silver Spender,Small Family (1 Kid),Single,Graduation,Long-term Member,Wines,279,0,Never Accepted,No Acceptance
34053.0,0,1,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,3,11,0,52,2816,0,0,0,1,0,0,0,0,1,0,91,79,0,Senior (46-60),Low Income,Active (0-30d),Silver Spender,Small Family (1 Kid),Together,Master,Long-term Member,Wines,103,0,Never Accepted,No Acceptance
38196.0,1,1,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,3,11,0,49,2231,0,1,0,0,0,0,0,0,1,0,41,38,0,Senior (46-60),Low Income,Active (0-30d),Bronze Spender,Large Family (>1 Kid),Married,Master,New Member,Wines,44,0,Never Accepted,No Acceptance
59412.0,0,0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,3,11,0,69,2230,0,1,0,0,0,0,0,0,1,0,395,384,0,Elderly (>60),Medium Income,At-Risk (31-60d),Silver Spender,No Children,Married,Master,New Member,MeatProducts,406,0,Never Accepted,No Acceptance
70924.0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,55,2242,0,1,0,0,0,1,0,0,0,0,1287,1211,1,Senior (46-60),High Income,At-Risk (31-60d),Gold Spender,No Children,Married,2n Cycle,New Member,Wines,1363,1,Occasional Responder,Campaign 5
54165.0,0,0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,3,11,0,51,2556,0,0,0,1,0,0,0,1,0,0,225,214,0,Senior (46-60),Medium Income,Inactive (>60d),Silver Spender,No Children,Together,Graduation,Established,Wines,236,0,Never Accepted,No Acceptance
32300.0,1,0,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,3,11,0,47,2701,0,1,0,0,0,0,0,1,0,0,33,27,0,Senior (46-60),Low Income,Active (0-30d),Bronze Spender,Small Family (1 Kid),Married,Graduation,Long-term Member,Wines,39,0,Never Accepted,No Acceptance
20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,3,11,0,44,2653,0,0,1,0,0,0,0,1,0,0,119,101,0,Middle-Aged (31-45),Low Income,Active (0-30d),Silver Spender,No Children,Single,Graduation,Long-term Member,Fruits,137,0,Never Accepted,No Acceptance
34961.0,1,0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,3,11,0,47,2169,0,1,0,0,0,0,0,1,0,0,78,77,0,Senior (46-60),Low Income,Inactive (>60d),Bronze Spender,Small Family (1 Kid),Married,Graduation,New Member,Wines,79,0,Never Accepted,No Acceptance
28440.0,1,0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,3,11,0,46,2516,0,0,0,1,0,0,0,0,0,1,63,63,0,Senior (46-60),Low Income,Inactive (>60d),Bronze Spender,Small Family (1 Kid),Together,PhD,Established,Wines,63,0,Never Accepted,No Acceptance
64504.0,1,2,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,3,11,1,67,2641,0,0,0,1,0,0,0,0,0,1,1206,1098,0,Elderly (>60),High Income,Inactive (>60d),Gold Spender,Large Family (>1 Kid),Together,PhD,Long-term Member,Wines,1314,0,Never Accepted,No Acceptance
33564.0,0,1,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,3,11,0,54,2164,0,0,0,1,0,0,0,0,1,0,64,57,0,Senior (46-60),Low Income,At-Risk (31-60d),Bronze Spender,Small Family (1 Kid),Together,Master,New Member,Wines,71,0,Never Accepted,No Acceptance
17345.0,1,0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,3,11,0,42,2762,0,1,0,0,0,0,0,1,0,0,46,34,0,Middle-Aged (31-45),Low Income,Inactive (>60d),Bronze Spender,Small Family (1 Kid),Married,Graduation,Long-term Member,FishProducts,58,0,Never Accepted,No Acceptance
56320.0,0,1,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,3,11,0,53,2606,0,1,0,0,0,0,0,0,0,1,619,536,0,Senior (46-60),Medium Income,Active (0-30d),Silver Spender,Small Family (1 Kid),Married,PhD,Established,Wines,702,0,Never Accepted,No Acceptance
28647.0,1,0,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,3,11,1,42,2471,0,0,1,0,0,0,0,1,0,0,68,42,1,Middle-Aged (31-45),Low Income,At-Risk (31-60d),Bronze Spender,Small Family (1 Kid),Single,Graduation,Established,MeatProducts,94,1,Occasional Responder,Campaign 3
15038.0,1,0,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,3,11,0,33,2675,0,0,1,0,0,0,1,0,0,0,54,28,0,Middle-Aged (31-45),Low Income,Inactive (>60d),Bronze Spender,Small Family (1 Kid),Single,Basic,Long-term Member,GoldProds,80,0,Never Accepted,No Acceptance
32173.0,0,1,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,3,11,0,62,2491,1,0,0,0,0,0,0,0,0,1,20,18,0,Elderly (>60),Low Income,Active (0-30d),Bronze Spender,Small Family (1 Kid),Divorced,PhD,Established,Wines,22,0,Never Accepted,No Acceptance
68316.0,0,1,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,3,11,0,56,2761,0,0,0,1,0,1,0,0,0,0,1178,1145,0,Senior (46-60),High Income,At-Risk (31-60d),Gold Spender,Small Family (1 Kid),Together,2n Cycle,Long-term Member,Wines,1211,0,Never Accepted,No Acceptance
74538.0,0,0,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,3,11,1,49,2524,0,0,0,1,0,0,0,1,0,0,1433,1405,1,Senior (46-60),High Income,Active (0-30d),Gold Spender,No Children,Together,Graduation,Established,MeatProducts,1461,1,Occasional Responder,Campaign 5
91700.0,0,0,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,3,11,1,49,2687,0,0,1,0,0,0,0,1,0,0,1949,1930,0,Senior (46-60),High Income,At-Risk (31-60d),Gold Spender,No Children,Single,Graduation,Long-term Member,MeatProducts,1968,0,Never Accepted,No Acceptance
68695.0,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,3,11,0,51,2163,0,0,0,1,0,0,0,1,0,0,1051,1011,0,Senior (46-60),High Income,Active (0-30d),Gold Spender,No Children,Together,Graduation,New Member,Wines,1091,0,Never Accepted,No Acceptance
31056.0,1,0,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,3,11,0,43,2682,0,1,0,0,0,1,0,0,0,0,39,23,0,Middle-Aged (31-45),Low Income,Inactive (>60d),Bronze Spender,Small Family (1 Kid),Married,2n Cycle,Long-term Member,GoldProds,55,0,Never Accepted,No Acceptance
79593.0,0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,47,2207,0,1,0,0,0,0,0,1,0,0,1221,1076,1,Senior (46-60),High Income,Inactive (>60d),Gold Spender,No Children,Married,Graduation,New Member,MeatProducts,1366,1,Occasional Responder,Campaign 5
28071.0,0,0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,3,11,0,40,2828,0,0,1,0,0,0,0,1,0,0,269,225,0,Middle-Aged (31-45),Low Income,Inactive (>60d),Silver Spender,No Children,Single,Graduation,Long-term Member,MeatProducts,313,0,Never Accepted,No Acceptance
37334.0,1,1,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,3,11,0,62,2282,0,0,0,1,0,0,0,0,0,1,47,32,0,Elderly (>60),Low Income,At-Risk (31-60d),Bronze Spender,Large Family (>1 Kid),Together,PhD,New Member,Wines,62,0,Never Accepted,No Acceptance
46423.0,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,3,11,0,48,2443,0,0,1,0,0,0,0,0,1,0,84,76,0,Senior (46-60),Medium Income,Active (0-30d),Bronze Spender,Large Family (>1 Kid),Single,Master,Established,Wines,92,0,Never Accepted,No Acceptance
37126.0,1,0,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,3,11,1,49,2250,0,1,0,0,0,0,0,0,0,1,65,58,1,Senior (46-60),Low Income,Active (0-30d),Bronze Spender,Small Family (1 Kid),Married,PhD,New Member,Wines,72,1,Occasional Responder,Campaign 3
47703.0,0,1,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,3,11,0,67,2555,0,1,0,0,0,0,0,1,0,0,532,409,0,Elderly (>60),Medium Income,Inactive (>60d),Silver Spender,Small Family (1 Kid),Married,Graduation,Established,Wines,655,0,Never Accepted,No Acceptance
61180.0,0,1,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,3,11,0,61,2226,0,1,0,0,0,0,0,1,0,0,486,268,1,Elderly (>60),Medium Income,Inactive (>60d),Silver Spender,Small Family (1 Kid),Married,Graduation,New Member,Wines,704,1,Occasional Responder,Campaign 3
38998.0,1,1,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,3,11,0,66,2762,0,1,0,0,0,0,0,1,0,0,49,44,0,Elderly (>60),Low Income,Inactive (>60d),Bronze Spender,Large Family (>1 Kid),Married,Graduation,Long-term Member,Wines,54,0,Never Accepted,No Acceptance
8028.0,0,0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,3,11,0,29,2808,0,0,1,0,0,0,0,1,0,0,176,174,0,Young Adult (<30),Low Income,Inactive (>60d),Silver Spender,No Children,Single,Graduation,Long-term Member,Wines,178,0,Never Accepted,No Acceptance
76081.0,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,3,11,0,58,2196,0,0,0,1,0,0,0,1,0,0,833,633,1,Senior (46-60),High Income,Inactive (>60d),Gold Spender,No Children,Together,Graduation,New Member,MeatProducts,1033,1,Occasional Responder,Campaign 1
34728.0,1,0,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,3,11,1,34,2493,0,0,0,1,0,0,0,1,0,0,30,24,0,Middle-Aged (31-45),Low Income,Active (0-30d),Bronze Spender,Small Family (1 Kid),Together,Graduation,Established,MeatProducts,36,0,Never Accepted,No Acceptance
33168.0,0,1,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,3,11,0,55,2783,0,0,1,0,0,0,0,0,1,0,119,116,0,Senior (46-60),Low Income,Active (0-30d),Silver Spender,Small Family (1 Kid),Single,Master,Long-term Member,Wines,122,0,Never Accepted,No Acceptance
33585.0,0,1,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,3,11,0,54,2436,0,1,0,0,0,0,0,0,1,0,93,64,0,Senior (46-60),Low Income,Inactive (>60d),Silver Spender,Small Family (1 Kid),Married,Master,Established,MeatProducts,122,0,Never Accepted,No Acceptance
